#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
e_central_africa;Central Africa;Central Africa;Central Africa;;Central Africa;;;;;;;;;x
e_central_africa_adj;Central African;;centrafriquer;;;;;;;;;;;x
e_congo;Congo;Congo;Congo;;Congo;;;;;;;;;x
e_congo_adj;Congolese;;congoer;;;;;;;;;;;x
e_guinea;Guinea;Guinea;Guinea;;Guinea;;;;;;;;;x
e_guinea_adj;Guinean;;guiner;;;;;;;;;;;x
e_manden;Manden;Manden;Manden;;Manden;;;;;;;;;x
e_manden_adj;Manden;;manden;;;;;;;;;;;x
e_sahel;Sahel;Sahel;Sahel;;Sahel;;;;;;;;;x
e_sahel_adj;Sahelian;;saheler;;;;;;;;;;;x
